,word,chinese
1189,hail,v.出生地是，来自；招呼，呼喊；称颂；下冰雹
1190,piracy,n.海盗行为；抢劫行为；剽窃行为
1191,scoff,v.嘲笑，讥讽；狼吞虎咽
1192,mason,n.石匠，泥瓦匠
1193,perish,v.毁灭，湮灭；丧生，死亡；老化，脆裂
1194,melodrama,n.情节剧，通俗剧；戏剧性的事件
1195,centric,adj.以…为中心的
1196,corps,n.军团，兵团；特种部队；（从事某工作或活动的）一群人，一组人
1197,transient,adj.短暂的，转瞬即逝的；临时的
1198,controversial,adj.引起争论的，有争议的
1199,reveal,v.显示；表明；透露；揭露；展示；使显露
1200,axis,n.轴；轴线；对称轴；坐标轴；轴心
1201,evade,v.逃避，回避；躲开，避开
1202,multiplicative,adj.倍增的；乘法的
1203,permeate,v.弥漫；渗透
1204,dearth,n.缺乏，短缺
1205,bald,adj.秃顶的；光秃的；不加赘述的，简单的；磨平的
1206,substantiate,vt.证实，证明
1207,disseminate,v.散布，传播
1208,slander,n.中伤，诽谤，诋毁
1209,muggy,adj.（天气）闷热的
1210,surge,v.涌动；蜂拥而出；飞涨，激增
1211,nickel,n.镍；五分镍币
1212,ongoing,adj.正在进行的；不间断的；继续存在的
1213,nostalgic,adj.思乡的；怀旧的
1214,nationalism,n.国家主义；民族主义，民族优越感
1215,genial,adj.亲切的，和蔼的；（指气候）温和的，温暖的
1216,avenue,n.途径，手段；大街
1217,cholesterol,n.胆固醇
1218,sequential,adj.序列的；连续的；随之而来的
1219,occur,v.发生；出现；存在于
1220,crab,n.蟹，螃蟹
1221,niche,n.生态位；壁龛
1222,incinerate,vt.焚化，焚毁
1223,inception,n.开端，开始
1224,henceforth,adv.从此以后
1225,penetrate,v.穿透，渗透；洞察
1226,constitution,n.宪法；构成，组成； 体质，体格
1227,poverty,n.贫穷，贫困
1228,gourd,n.葫芦；葫芦制成的容器
1229,implore,v.恳求，哀求
1230,collaborator,n.合作者，协作者；通敌者
1231,abridge,vt.缩短，删节，节略，精简
1232,buffalo,"v.威吓, 欺骗, 迷惑"
1233,smear,v.胡乱涂抹；弄脏；诽谤，诋毁
1234,clumsy,adj.笨拙的；不得体的，冒犯人的；复杂难懂的，难处理的
1235,flint,n.燧石，打火石
1236,engrave,vt.（在…上）雕刻；铭刻
1237,dorsal,adj.背部的，背脊的
1238,swarm,n.群，一大群
1239,dateline,n.日期栏；国际日期变更线
1240,hoard,v.贮藏，囤积
1241,bulletin,n.公告，告示；新闻快报；简报
1242,perishable,adj.易腐的，易变质的
1243,polygamy,n.一夫多妻制，一妻多夫制，多配偶制
1244,paradigm,n.范例，典范
1245,sympathetic,adj.感应的，交感的；有同情心的；体谅的
1246,tread,n.梯级；脚步声；轮胎花纹
1247,fasten,v.使固定；系牢，扎牢；握住，抓牢
1248,deplete,vt.使枯竭，耗尽
1249,nevertheless,"adv.然而, 不过；仍然"
1250,promising,adj.有希望的；有前途的
1251,condiment,n.调味品
1252,detest,v.憎恶
1253,colony,n.殖民地；聚居（地）
1254,crust,n.地壳；外壳；硬的表面；（一片）面包片
1255,temperate,adj.气候温和的，温带的；温和的，自我克制的
1256,flora,n.植物群
1257,relay,v.转送，转发；播放，转播
1258,emanate,v.散发（声音、气味、热等）；表现，显示
1259,prescribe,v.开药方；规定，指定
1260,herbivore,n.食草动物
1261,knit,v.编结，编织；（使）紧密结合，使紧凑；（使折骨）愈合；皱紧，皱（眉）
1262,motive,n.动机，目的
1263,disinterested,adj.客观的，无私的，公正的；无兴趣的，不关心的
1264,venom,n.（蛇等分泌的）毒液；恶意，怨恨
1265,foreshorten,vt.（绘画、摄影等）用透视法缩小；缩短，节略
1266,forefront,n.最前沿，最前线；中心
1267,irritate,v.激怒，使发怒，使烦恼；刺激（皮肤等）
1268,coral,n.珊瑚（虫）
1269,silica,n.硅石，硅土；二氧化硅
1270,incredulous,adj.怀疑的，不轻信的
1271,pliable,adj.易弯曲的，柔韧的；易受影响的；顺从的
1272,downside,n.缺点，负面；底侧；下降趋势
1273,devour,v.狼吞虎咽，吞食；吞没，吞噬；如饥似渴地读
1274,monastery,n.男修道院，寺院
1275,puncture,v.刺穿；（使）泄气，挫伤（某人的锐气）
1276,bode,vi.预示
1277,hydraulic,adj.水力的；水压的；液压驱动的
1278,devout,adj.虔敬的；诚恳的
1279,nocturnal,adj.夜行性的；夜间发生的
1280,dwindle,v.（使）减少；（使）缩小
1281,pigment,n.颜料；色素
1282,evacuate,v.疏散，撤离；排空
1283,impersonal,adj.没有人情味的，冷淡的；客观的
1284,meteor,n.流星
1285,conservative,adj.保守的，守旧的
1286,censor,n.（书籍、电影等的）审查员，审查官
1287,encroach,vi.侵占；侵蚀，蚕食（土地）
1288,chapel,n.（小）教堂；祈祷室
1289,discourage,v.使气馁，使灰心；劝阻，阻止
1290,portray,vt.描绘，描述；扮演（角色）
1291,sage,"adj.贤明的, 明智的"
1292,slog,v.艰难行进；埋头苦干；猛击
1293,obituary,n.讣闻，讣告
1294,infuriate,vt.激怒
1295,cabin,n.(轮船上生活或睡觉的)隔间; (飞机的)座舱; (通常为木制的)小屋
1296,coincide,v.同时发生；相同，相符；位置重合，重叠
1297,verse,n.诗；韵文；诗节；歌曲的段落
1298,distort,v.使变形；扭曲，歪曲；曲解
1299,grind,"v.碾碎, 磨碎; 磨成; 磨光; 磨快; 压榨, 折磨; 苦心地教, 反复灌输"
1300,provocative,adj.引发思考的，启发性的；挑衅的，煽动性的；惹人讨厌的；挑逗的
1301,ritual,n.典礼，（宗教等的）仪式；例行公事，老规矩
1302,maturity,n.成熟；完备
1303,resonance,n.共振，共鸣；回声，反响
1304,traverse,v.横过；穿越，穿过
1305,mechanic,n.技工，机修工
1306,gloss,n.光泽，色泽；亮光漆；注解
1307,recount,v.讲述，描述；重新清点（选票等），重计
1308,integrate,v.合并，整合；使成为一体；加入，融入（群体）
1309,abreast,adv.并列地，并排地
1310,flair,n.才能，本领；天资
1311,illusion,n.幻觉，错觉；错误的信仰（或观念）
1312,outline,"n.提纲; 大纲; 概要, 梗概; 要点; 轮廓; 略图, 草图"
1313,formulate,v.制订，规划，构想；确切表达，认真阐述
1314,lipid,n.脂质，类脂
1315,unconsolidated,adj.松散的，疏松的
1316,pocketbook,n.钱袋，皮夹；财政状况，财力
1317,enlightenment,n.启发，教化，启迪
1318,entreat,v.恳求；乞求
1319,infection,n.传染，感染；传染病
1320,lineage,n.宗系，世系，血统
1321,supplant,vt.取代，代替
1322,commerce,n.贸易，商业；交往，交流
1323,kennel,n.狗窝；养狗场
1324,indigestion,n.消化不良（症）
1325,sponge,n.海绵；寄生虫
1326,ethical,adj.道德的
1327,vacancy,n.空房间；空位，空缺；（头脑）空虚
1328,necessity,n.必要；必然；必需品
1329,domesticate,vt.驯养，驯化；使精于家务，使喜爱家居
1330,plank,n.木板；政策要点，政纲的核心
1331,remnant,n.残余物；布头；遗迹
1332,cuneiform,n.楔形文字
1333,distinctive,adj.出众的，有特色的
1334,integral,adj.构成整体所必需的；不可或缺的；完整的；整体的
1335,squirt,v.（使）喷射，喷；向…喷射
1336,mania,n.躁狂；狂热；癖好
1337,dismal,adj.阴沉的，阴郁的；忧郁的，沮丧的；差劲的
1338,auction,n.拍卖
1339,chlorine,n.氯
1340,dissenter,n.不同意者，反对者
1341,premature,adj.早熟的；过早的；（做法等）不成熟的，仓促的；早产的
1342,alienable,adj.可转让的
1343,proofread,v.校对，校正
1344,provincialism,n.地方主义，乡土性
1345,exorbitant,adj.（价格、索价等）过高的，不合理的
1346,digression,n.离题，扯到枝节上；题外话，枝节内容
1347,canvass,v.游说，拉选票；细查
1348,lava,n.岩浆，熔岩
1349,perpetuate,vt.使永存，使持续
1350,scrub,v.擦洗，刷洗；取消（原有安排）
1351,terminus,n.（火车、汽车等的）终点站
1352,aerobics,n.有氧运动
1353,saucy,adj.无礼的；俏皮的；漂亮的
1354,inventory,n.目录，清单；库存
1355,lubricant,n.润滑剂
1356,magnify,v.放大，增强；夸大
1357,novelty,n.新奇，新奇的事物；小装饰
1358,shirk,v.逃避，规避
1359,incubate,v.孵化；培育（细菌等）；（疾病）潜伏
1360,fusion,n.熔化，熔解；熔合；核聚变；联合，合并
1361,hedge,v.种树篱围住；设障碍于，阻碍；回避，避免直接回答；采取保值措施以避免损失
1362,adventitious,adj.偶然的，偶发的
1363,collision,n.碰撞，冲突
1364,stratigraphy,n.地层学；地层中的岩石组成
1365,transcribe,vt.记录，抄录；转录；改编
1366,credence,n.可信性，真实性；信任；信念
1367,staggered,adj.交错的，错开的；震惊的
1368,falter,v.衰退，衰落；（声音）发抖，结巴地说；蹒跚
1369,cherish,v.珍爱，钟爱，爱护；抱有信念或希望；怀念
1370,tentacle,n.触角，触须，触手
1371,quarterly,adv.每季一次
1372,synchronizer,n.同步装置
1373,hitch,v.搭便车；提起，拉起；（用绳、钩等）拴住
1374,glamorous,adj.富有魅力的，迷人的
1375,humanity,n.人类；人性；人道，仁慈；人文学科
1376,diffuse,"v.弥漫, 漫射, 传播, 散布"
1377,cater,v.满足…需要; 迎合; 提供饮食; 承办酒席; 考虑
1378,camouflage,n.掩饰，伪装
1379,germinate,v.（使）发芽，萌芽；（使）发展
1380,aptitude,n.适合，恰当；天资，才能，资质
1381,genre,n.类型；流派
1382,respective,adj.分别的，各自的
1383,complacence,n.自满，满足
1384,blossom,n.花
1385,incongruity,n.不一致，不和谐
1386,ensue,vi.继而发生，接着发生
1387,circumference,n.周围，周边；圆周；周长
1388,alleviate,vt.减轻，缓解，缓和
1389,rodeo,n.牛仔竞技表演
1390,offset,v.抵消；弥补；补偿
1391,pore,vi.仔细阅读，审阅；审视
1392,typify,vt.是…的典范；成为…的特征
1393,eclecticism,n.折中主义
1394,postpone,v.延期，推迟
1395,tedious,adj.单调乏味的，令人厌烦的
1396,interim,n.间歇，过渡期间
1397,transact,v.交易；执行，处理
1398,conciliate,vt.安抚，抚慰；调和
1399,jolt,v.（使）震动，颠簸；（使）震惊
1400,homing,adj.有返回原地本能的
1401,chilly,adj.寒冷的；冷淡的，不友好的
1402,avenge,vt.复仇，报仇；向…报仇
1403,quadruple,v.（使）成四倍
1404,avert,vt.避免，规避；转移（目光、注意力等）
1405,lure,vt.吸引，诱惑
1406,invade,v.侵略，侵害；侵扰；大量涌入
1407,puff,v.喘气；吸（烟）；喷出，冒出（烟）
1408,posit,vt.安排；假定
1409,adroit,adj.精明的，干练的；熟练的，灵巧的
1410,pheromone,n.信息素，外激素
1411,documentation,n.文件；归档，文献记录
1412,torrent,n.洪流，急流；爆发，迸发
1413,trek,n.艰苦跋涉
1414,hoof,n.（牛、马等的）蹄
1415,objective,n.目标，目的
1416,contradictory,adj.对立的，矛盾的；反驳的
1417,trauma,n.精神创伤；外伤；痛苦经历
1418,bagel,n.面包圈
1419,genius,n.天才；天赋
1420,incentive,n.刺激；动机
1421,trait,n.特性，特点
1422,gaseous,adj.（含）气体的，气态的
1423,adverse,adj.负面的；不利的；逆的
1424,sheer,adj.纯粹的，完全的；垂直的，陡峭的；轻薄透明的
1425,tremulous,adj.发抖的，颤抖的；害怕的
1426,dote,vi.溺爱
1427,motion,n.运动；移动；动作；提议，动议
1428,disclose,v.揭露，使公开
1429,strap,n.带
1430,sewerage,n.下水道系统；污水处理系统
1431,glossy,adj.光滑的；光彩夺目的；浮华的
1432,labyrinth,n.迷宫；错综复杂的事件
1433,contour,n.等高线；轮廓
1434,manifest,v.表明，清楚显示；显现，使人注意到
1435,preliterate,adj.文字出现以前的，没有文字的
1436,bloom,v.开花；繁荣，兴盛
1437,counter,n.计算器；柜台，操作台；反对，反驳
1438,preliminary,adj.预备的；初步的
1439,doodle,vi.乱涂，胡画
1440,precursor,n.先驱；先兆，前兆；前身
1441,ponder,v.沉思，琢磨，考虑
1442,suborn,vt.收买，买通（使作伪证等），唆使
1443,soprano,n.女高音；男童声高音
1444,squid,n.鱿鱼，枪乌贼
1445,maritime,adj.海的，海事的；航海的
1446,strive,v.努力，奋斗，力争
1447,translucent,adj.半透明的
1448,aquarium,n.养鱼缸；水族馆
1449,frail,adj.脆弱的，虚弱的；易碎的
1450,converse,vi.交谈，会话
1451,dormant,adj.静止的；休眠的；隐匿的
1452,corollary,n.必然的结果；推断
1453,nude,adj.裸体的
1454,illuminate,v.照明，照射；阐释，说明；用彩灯装饰；使精神焕发；启发，启迪
1455,devoid,adj.全无的
1456,toed,adj.有趾的
1457,dedication,n.献身，奉献；献词；奉献仪式
1458,scourge,vt.鞭笞；使受苦，折磨
1459,staple,n.主要产品；原材料；主食；订书钉
1460,pervasive,"adj.弥漫性的, 渗透性的; 遍布的; 流行的, 普遍的"
1461,celestial,adj.天空的，天上的
1462,canyon,n.峡谷
1463,incense,"n.(祭供等用的)香, 熏香"
1464,garb,n.服装，装束
1465,extort,vt.勒索，敲诈，强夺
1466,detract,v.减损；贬低，诋毁
1467,rayon,n.人造丝，人造纤维
1468,graphite,n.石墨
1469,humanitarian,n.慈善家；人道主义者
1470,criteria,n.标准. 准则
1471,accredit,vt.委任，授权；把…归于；正式认可
1472,dioxide,n.二氧化物
1473,souvenir,n.纪念品
1474,auspicious,adj.吉兆的，吉利的；幸运的
1475,expropriate,vt.征用，没收（私有财产）
1476,impermeable,adj.不可渗透的，不透水的
1477,venturesome,adj.敢于冒险的；有危险的
1478,stylish,adj.漂亮的，时髦的；高雅的，有格调的
1479,forfeit,vt.被没收，丧失
1480,cliff,n.悬崖，峭壁
1481,ratify,vt.正式批准，使正式生效
1482,halt,v.使停止，阻止；使中断
1483,gross,adj.总共的；严重的；恶心的；粗俗的，粗野的
1484,duplicate,v.复制; 被复制; 复写; 复印; 重复; 使加倍; 使成双
1485,adaptive,adj.适合的，有适应性的
1486,modernity,n.现代性
1487,syllabus,n.教学大纲，课程提纲
1488,cynical,adj.愤世嫉俗的，冷嘲热讽的
1489,gratify,vt.使满意，使高兴；满足（愿望等）
1490,hinder,vt.阻碍，妨碍
1491,affinity,"n.喜好, 喜爱; 类同, 密切关系"
1492,cavity,n.洞，孔，窟窿；腔
1493,inconspicuous,adj.不引人瞩目的，不显眼的
1494,slender,adj.细长的；苗条的，纤细的；微薄的，不足的
1495,repress,vt.克制，抑制；镇压，压制
1496,inaugurate,v.举行就职典礼；举行落成仪式；开始，开创
1497,medieval,adj.中世纪的，中古的
1498,inviting,adj.动人的，诱人的；引人注目的
1499,glacial,adj.冰川期的，冰河时代的；寒冷的，冰冷的；冷若冰霜的
1500,sweeping,adj.彻底的，广泛的；〈贬〉（过于）笼统的，一概而论的
1501,reddish,adj.微红的
1502,ledge,n.（建筑物或岩石的）突出部分；暗礁
1503,resistant,adj.反抗的；有抵抗力的；不受…损害的
1504,sluggish,adj.行动迟缓的；不活泼的；无精打采的，怠惰的
1505,endeavor,v.努力；奋斗
1506,invert,vt.使倒转，使倒置，使颠倒
1507,warehouse,n.仓库；货栈；货仓
1508,smother,vt.使窒息而死；厚厚地覆盖；抑制，扼杀；把（火）闷熄
1509,rehabilitate,v.修复; 翻新; 使康复; 改造(罪犯); 恢复…的职位; 恢复…的名誉
1510,republic,n.共和国，共和政体
1511,outrageous,adj.残暴的；骇人的；反常的，过度的
1512,construct,v.构造，建造；构想
1513,plantation,n.种植园；人造林
1514,signify,v.表示，说明，意味着；表达；要紧
1515,glow,v.发光；发红，发热；（感情等）洋溢
1516,sap,vt.使衰竭；削弱，逐渐破坏
1517,boulder,n.巨石，巨砾
1518,opal,n.蛋白石
1519,bound,"adj.必定的, 注定的; 受约束的; 有义务的; 装订的; 准备前往…的"
1520,sew,v.缝（纫），做针线活；缝补，缝上
1521,weed,n.杂草；水草
1522,desperate,adj.绝望的；不顾一切的，拼命的
1523,discourse,n.对话；话语；演讲；论文
1524,elaborate,adj.复杂的；详尽的；精致的
1525,topsoil,n.表层土
1526,warp,v.（使）扭曲，弯曲，变形；使不合情理
1527,cactus,n.仙人掌
1528,evergreen,adj.常绿的
1529,lush,adj.茂盛的
1530,ignite,v.（使）燃烧，点燃；着火
1531,retrieve,"v.重新得到, 收回, 取回; 挽回, 补救; 检索"
1532,grump,vi.发脾气，发牢骚
1533,dispute,n.争论；争吵
1534,craft,"n.工艺, 手艺; (s)手工艺品; 技巧, 技能; 行业, 职业; 航空器; 骗术, 诡计"
1535,floral,adj.花的，像花的；饰以花的，绘有花的
1536,indispensable,adj.不可或缺的
1537,oxide,n.氧化物
1538,tenement,n.廉租公寓
1539,bush,n.灌木（丛）；荒野
1540,facade,"n.(建筑物的)正面; (尤指给人以假象的)表面, 外观"
1541,chorus,n.齐声，异口同声；合唱团；副歌；朗诵演员
1542,bilingualism,n.双语现象
1543,operant,adj.运转中的；生效的；操作性的
1544,empower,v.授权，准许；使控制局势
1545,assortment,n.分类；各种各样
1546,chant,n.圣歌；单调的吟唱；反复呼喊的话语
1547,bony,adj.瘦骨嶙峋的；似骨的；多骨的
1548,expedient,n.权宜之计，应急办法，临时手段
1549,vibrant,adj.振动的；活泼的，充满生气的
1550,manifesto,n.宣言，声明
1551,kiln,n.（砖、石灰等的）窑，炉
1552,dual,adj.双的，双重的，两部分的
1553,vocal,"adj.嗓音的; 发声的; 大声表达的, 口述的; 直言不讳的; 喜欢畅所欲言的;元音的; 浊音的"
1554,colonization,n.殖民地化
1555,welfare,n.福利，社会保障，幸福
1556,prosper,vi.繁荣，兴旺；成功
1557,clog,v.（使）堵塞，阻塞
1558,mutual,adj.共同的，相互的
1559,scarce,adj.缺乏的；稀有的，罕见的
1560,disgust,n.厌恶，憎恶
1561,tundra,n.苔原，冻原，冻土地带
1562,contempt,n.轻视，鄙视，轻蔑
1563,nominate,vt.提名；指派，指定
1564,asymmetrical,adj.不均匀的，不对称的
1565,irritable,adj.急躁的，易怒的；易受刺激的；过敏的
1566,revert,v.恢复（原状）；回到，重提；（财产、权利等）归还，归属
1567,fin,n.鳍；鳍状物；（飞机等的）翼
1568,gloomy,adj.忧郁的，令人沮丧的；昏暗的，阴暗的，阴沉的
1569,rebellious,adj.反叛的，叛逆的；叛乱的
1570,literary,adj.文学的，与文学相关的；文人的；书卷气的
1571,punctual,adj.守时的
1572,receptor,n.感受器；受体
1573,starch,n.淀粉；（复数）淀粉类食物
1574,surgery,n.外科手术；外科；诊所
1575,monogamy,n.一夫一妻制
1576,oversleep,v.（使）睡过头；（使）睡得过久
1577,pin,vt.钉住；固定
1578,sparse,adj.稀疏的，稀少的；贫乏的
1579,prominent,adj.杰出的；显著的，突出的
1580,equivalent,adj.等价的，相等的，相同的
1581,stark,adj.赤裸的；严酷的，严峻的；（指区别）明显的，鲜明的；十足的，极端的
1582,ravine,n.沟壑，溪谷
1583,stereo,n.立体声音响；立体声音响系统
1584,utilitarian,adj.实用的；功利主义的
1585,zealous,adj.狂热的，热烈的，充满激情的
1586,replenish,vt.添加，补充
1587,internal,adj.国内的，内政的，内在的，身体内部的，内心的
1588,lumber,v.缓慢地移动; 笨拙地行进; 伐木; 采伐…的林木; 沾满; 乱糟糟地堆放; 拖累; 使陷入困境; 逮捕
1589,delicate,adj.精美的；易碎的；柔弱的；清淡的，柔和的
1590,percussion,n.打击乐器
1591,irreverent,adj.不敬的
1592,infancy,n.幼年；（发展或生长的）初期
1593,canoe,vi.乘独木舟，划独木舟
1594,contaminate,vt.污染
1595,moist,adj.潮湿的；多雨的
1596,deposit,"v.放下, 放置; 存放, 寄存; 存钱; (使)沉淀, (使)沉积; 付, 预付"
1597,squeeze,v.紧握，挤压；向…勒索（或榨取）；削减
1598,cram,v.填塞，塞满；匆忙准备，（为考试）临时死记硬背
1599,annual,adj.每年的，年度的，一年生的
1600,hawk,n.鹰，隼；主战分子
1601,blanket,n.毯子；覆盖物
1602,sanction,vt.同意，许可；惩罚，实施制裁
1603,proceed,v.继续进行；接着做
1604,gouge,vt.挖出；敲竹杠
1605,protrude,v.（使）突出，伸出
1606,astronomical,adj.天文学的；极大的，庞大的
1607,gauge,"v.估计, 判定, 估算, （用仪器）测量"
1608,diligent,adj.勤奋的，刻苦的，勤勉的
1609,odorous,adj.有气味的，难闻的；香的，芬芳的
1610,artisan,n.工匠，手艺人
1611,correspond,v.符合；相当；通信
1612,syndrome,n.综合症状；典型表现
1613,outcry,n.大声疾呼，强烈的抗议
1614,detectable,adj.可发觉的，可察觉的
1615,decimal,adj.十进位的；小数的
1616,desegregate,v.废除种族隔离
1617,gemstone,n.经雕琢的宝石
1618,stretch,v.撑大；伸展，张开；延伸；舒展；绵延，延续
1619,groan,vi.呻吟；叹息；发出呻吟般的声音
1620,seclusion,n.独处，隐居；隔离；与世隔绝，归隐
1621,intuitive,adj.直觉的
1622,silt,n.淤泥
1623,vocalize,v.用言语表达；说（话），唱（歌），发声
1624,stride,v.大步走；阔步行走
1625,tender,"adj.嫩的, 柔软的；纤弱的, 易碎的；和善的, 温柔的, 慈爱的；温和的；年轻的；多愁善感的；棘手的, 微妙的"
1626,quantum,n.量子；定量
1627,intent,adj.专心的，专注的；决心的，执意的；
1628,bureau,"n.局, 处, 科; 办事处, 办公室, 机构; 五斗橱, 衣柜; (附抽屉及活动写字台的)书桌"
1629,roe,n.鱼卵
1630,infiltrate,v.渗入，渗透；（使）悄悄进入，潜入
1631,vogue,n.时尚，风气. 流行
1632,approximation,n.接近；近似值
1633,bulk,n.大宗，大批（买卖）；（大）体积，（大）量
1634,adequate,adj.足够的，充足的； 适当的；能胜任的
1635,consolidate,v.巩固，加强；联合，统一
1636,oblong,adj.矩形的，长方形的；椭圆形的
1637,choppy,adj.（海面等）波浪起伏的，不平静的；不连贯的，支离破碎的
1638,ventilation,n.通风设备；空气流通
1639,underlying,adj.潜在的；基础的
1640,heyday,n.全盛期
1641,demobilize,vt.遣散；使复员
1642,accomplishment,n.成就；完成；才艺，技艺
1643,bosom,n.胸部，乳房；胸怀，内心
1644,handful,n.一把；少数人（或物）
1645,avalanche,n.雪崩；山崩
1646,compliment,v.赞扬；称赞
1647,abrupt,adj.突然的，意外的；（举止、言谈等）唐突的，鲁莽的
1648,glacier,n.冰川，冰河
1649,secede,vi.正式脱离，退出（组织等）
1650,emancipate,vt.解放，解除
1651,latter,adj.后面的，后半期的；后者的
1652,inscribe,v.（在某物上）写、题、铭刻；铭记
1653,genuine,adj.真正的，真实的；诚恳的
1654,nitrogen,n.氮
1655,paramount,adj.至为重要的；最高权力的，至尊的
1656,nucleus,n.核；原子核；细胞核；核心，中心
1657,mimic,vt.模仿；像
1658,formation,"n.形成; 组成; 形成方式, 结构; 形成物; 队形"
1659,perimeter,n.周长；外缘，边缘
1660,rejuvenate,vt.使年轻；使恢复活力
1661,grudge,n.怨恨，积怨
1662,necessitate,vt.需要，使成为必要
1663,distress,n.痛苦，忧伤；贫困，窘迫；遇难
1664,nutrition,n.营养；营养学
1665,wedge,n.楔子；楔形物
1666,autonomy,n.自治，自治权；自主，自主权
1667,abound,vi.富于；大量存在；充满
1668,maneuver,"n.演习; 机动动作; 花招, 策略; 机动; 调遣"
1669,filament,n.灯丝；细丝
1670,chimpanzee,n.黑猩猩
1671,quiescent,adj.静止的，寂静的；静态的
1672,veil,n.面纱，面罩，头巾；掩饰，掩盖，托辞
1673,grovel,vi.摇尾乞怜，奴颜婢膝
1674,bounce,v.弹跳；跳动
1675,stanza,n.（诗）节，段
1676,prosperity,"n.繁荣, 兴旺, 昌盛"
1677,polygamous,adj.一夫多妻的，一妻多夫的
1678,indigent,adj.贫困的，贫穷的
1679,meteorology,n.气象学
1680,filial,adj.子女的; 孝顺的
1681,forerunner,n.先驱者，开路人；先兆，预兆
1682,holistic,adj.整体的，全面的；功能整体性的
1683,instill,vt.慢慢灌输；逐渐培养
1684,recoil,vi.弹回；后退，退缩；产生后坐力
1685,vicinity,n.周围地区；邻近地区；附近
1686,mammal,n.哺乳动物
1687,submerge,v.浸没，淹没
1688,criterion,n.标准，准则
1689,neutron,n.中子
1690,reserve,v.保留，预订
1691,pinpoint,vt.精准定位；准确解释（或说明）
1692,manifestation,"n.显示, 表明, 表现；显灵；示威运动"
1693,remarkable,adj.不同寻常的；非凡的；引人注目的
1694,confer,v.授予；协商，商讨
1695,silicate,n.硅酸盐
1696,embryo,n.胚，胚胎；雏形
1697,anthropology,n.人类学
1698,adjunct,n.附加物，附件；附加语，修饰语
1699,corona,n.日冕
1700,checked,adj.格子花纹的；棋盘状的
1701,identification,n.身份证明；识别，鉴定，辨认；认定；强烈同情
1702,affection,"n.慈爱, 喜爱, 关怀, 感情; <古>影响; 感染"
1703,metabolic,adj.新陈代谢的
1704,venture,v.冒险; 冒…险; 大胆行事; 敢于; 敢做; 敢说; 猜测; 以…作赌注
1705,cookout,n.野外烧烤宴会
1706,federal,adj.联邦的；联邦制的；联邦政府的
1707,viable,adj.可行的，可实施的；可生长发育的
1708,synthetic,adj.(物质)合成的; 人造的; 综合的
1709,nonetheless,adv.虽然如此，但是，依然
1710,clutch,"v.紧抓, 紧握；急忙地抓, 突然抢走"
1711,acumen,n.敏锐，聪明
1712,autonomous,adj.自治的；独立自主的
1713,buck,v.猛然弓背跃起；猛然震荡；抵制，反抗
1714,dismay,n.沮丧，绝望，灰心
1715,insulin,n.胰岛素
1716,microprocessor,n.微处理器
1717,delegate,v.选派（某人做某事）；授权；委派
1718,semiotics,n.符号学
1719,prostitution,n.卖淫
1720,grab,v.抓住，抓取；利用（机会做某事），（借机）赶紧…
1721,lodge,"v.（向公共机构或当局）正式提出（声明等）, 借宿, 租住, （使）卡住,（使）固定"
1722,airborne,adj.空气传播的；空运的
1723,semantic,adj.语义的
1724,harness,vt.利用…产生动力；给（马等）上挽具
1725,trilogy,n.（书籍、电影等的）三部剧，三部曲
1726,articulate,v.明确表达，清楚说明；清晰地吐（字），清晰地发（音）；用关节连接
1727,negligible,adj.微不足道的；不重要的；不值一提的
1728,pathological,adj.病态的；病理学的；不理智的，无道理的
1729,affiliate,v.使附属；接纳；使紧密联系；加入，并入
1730,dosage,n.剂量
1731,bait,n.鱼饵；诱饵
1732,enlist,v.征募；从军，参军；谋取
1733,delinquency,n.行为不良；过失，失职
1734,overwhelm,"v.彻底击败, 征服; 使感情上受不了, 使不知所措, 使应接不暇; 压倒, 制服; 淹没, 漫过"
1735,dignify,vt.使有尊严，使高贵；美化
1736,balk,v.畏缩；阻止；妨碍
1737,aggravate,vt.恶化，加重；激怒
1738,immense,adj.巨大的，广大的
1739,hop,n.单脚跳行；（动物的）跳跃；（乘飞机）短途旅行；啤酒花
1740,yolk,n.蛋黄
1741,herd,n.兽群；人群
1742,retail,n.零售
1743,prey,n.猎物；受害者
1744,revoke,vt.撤销，撤回；取消，废除
1745,contributory,adj.贡献的；捐助的；促进的
1746,warrant,n.执行令；授权令；凭单，许可证；正当理由，依据
1747,acidity,n.酸度；酸性
1748,supplier,n.供应者，供应商，供货方
1749,existence,n.存在，生存
1750,libel,vt.诽谤
1751,nominee,n.被提名者，被任命者
1752,far-fetched,adj.牵强的
1753,convey,v.传达；运输
1754,spark,n.火花，火星；微量，一点点
1755,cognitive,adj.认识的；认知的，有感知的
1756,oasis,n.绿洲；避风港
1757,routine,n.惯例；常规；例行公事
1758,choir,n.唱诗班，合唱队
1759,engaging,adj.迷人的
1760,contiguous,adj.接壤的，毗邻的；不间断的
1761,podium,n.讲坛，讲台；指挥台
1762,cipher,n.密码，暗号
1763,barge,n.驳船，平底货船
1764,mock,v.嘲笑；（模仿）嘲弄；不尊重；蔑视
1765,defecate,vi.排便；澄清
1766,turbulent,adj.动乱的；狂暴的，汹涌的
1767,deciduous,adj.（树木等）落叶的；非永久的，短暂的
1768,sustenance,n.食物；生计；维持
1769,compressible,adj.可压缩的
1770,polish,"v.擦光, 擦亮; 变得光亮; 使完美, 改进; (使)变得优雅"
1771,amiable,adj.可爱的；友好的，和蔼的，亲切的
